Id,Name,dfsle__SourceId__c,dfsle__TransactionId__c,dfsle__Sent__c,dfsle__DocuSignId__c
a4VDo000000c6QUMAY,DSE-0009594,a6GDo000000H9GbMAK,c6179d41-3eda-7bba-0d4a-5b14ebc9de85,2023-04-28T19:13:47.000+0000,8c8e7d0f-481b-47f4-ac93-d4e15644176d
a4VDo000000c6QPMAY,DSE-0009593,a6GDo000000H87uMAC,aaa9ac56-bdde-787a-ecfe-829826eac75b,2023-04-28T19:12:53.000+0000,ef8d40e6-434e-4039-b38a-3a4f3e5baebc
a4VDo000000c6QKMAY,DSE-0009592,a6GDo000000H9IwMAK,24693901-9503-7714-fcc6-6f410f818d51,2023-04-28T18:49:51.000+0000,7793a369-1e36-4af8-8a48-96f2eeedca85
a4VDo000000c6LxMAI,DSE-0009589,a6GDo000000H9IDMA0,ea5ffc2f-4463-713c-1931-6fb8b0a07ceb,2023-04-28T18:37:20.000+0000,3ee62f2a-08f0-4cc5-aa72-77fd4e5c4c84
a4VDo000000c6M7MAI,DSE-0009591,a6GDo000000H7HUMA0,3bfe56c0-c9ee-0f07-5d94-1dc9dff0abc5,2023-04-28T18:37:18.000+0000,757523e6-8257-460d-b6d0-19565fdf7ca3
a4VDo000000c6M2MAI,DSE-0009590,a6GDo000000H9STMA0,49aa99fb-8daa-a0ee-83ec-1537fe83b142,2023-04-28T18:36:00.000+0000,fbee8cdf-d34b-4dbb-b312-d91eaf8a3053
a4VDo000000c6LsMAI,DSE-0009588,a6GDo000000H9GvMAK,9e7d2652-5c59-cd96-97bc-f0b811192c0a,2023-04-28T18:26:52.000+0000,e2aad2da-c3ab-4be3-8239-fa374f03e9be
a4VDo000000c6L0MAI,DSE-0009587,a6GDo000000H9GgMAK,0d1b9276-119f-7fd9-c2ad-2abebb5c47af,2023-04-28T18:25:51.000+0000,c05b9e5c-9ce5-462a-ad29-81b29afc2f55
a4VDo000000c6LoMAI,DSE-0009586,a6GDo000000H1nPMAS,e3834f98-ff1c-5ea8-57d9-38ac82b36eda,2023-04-28T18:21:37.000+0000,bb2008b2-5e65-4d3d-83c0-afd64e3dc436
a4VDo000000c6LnMAI,DSE-0009585,a6GDo000000H99QMAS,0a17f425-8150-23ef-e1c1-6c080c7716a5,2023-04-28T18:16:28.000+0000,a4c8b0ac-8d34-4a93-8227-43177e15525f
a4VDo000000c6LFMAY,DSE-0009584,a6GDo000000GyRaMAK,37e08ed9-33a5-4512-89a3-763dfa255218,2023-04-28T18:12:35.000+0000,7a6d8d29-cd15-422a-ae28-b853d3fa1b50
a4VDo000000c6LiMAI,DSE-0009583,a6GDo0000000HdLMAU,fa14cd26-ffea-ef4a-0a2b-7c90dcd9c9d6,2023-04-28T18:08:17.000+0000,325dc6b4-5217-4804-813c-dbd865e0fd6e
a4VDo000000c6LdMAI,DSE-0009582,a6GDo000000H996MAC,7f26be8e-6089-1d7e-f431-99d9f1d87134,2023-04-28T18:05:34.000+0000,e74ed693-e1f5-4722-a6ab-7482debe3ff5
a4VDo000000c6LYMAY,DSE-0009581,a6GDo000000H90sMAC,afa1ddee-316a-5f33-f1ba-1705f1b681ab,2023-04-28T18:04:43.000+0000,6cc69b00-0f96-495d-a07e-f9ea1784b572
a4VDo000000c6LTMAY,DSE-0009580,a6GDo0000000qdcMAA,ee782c00-e588-282a-bd40-46c99a4ac817,2023-04-28T18:03:04.000+0000,f4f3b941-2651-4418-8fb4-dd967faa3c8f
a4VDo000000c6LOMAY,DSE-0009579,a6GDo0000000PFtMAM,9a111247-9e93-f6d6-3608-a76d173c279a,2023-04-28T18:01:24.000+0000,6f73a4b7-9da9-458f-83b2-76f2894114ab
a4VDo000000c6JOMAY,DSE-0009578,a6GDo000000H98cMAC,ef6afe76-3195-a5fb-ab62-8a1197f840e1,2023-04-28T18:00:25.000+0000,a7eb72c1-384b-44cb-a16b-136aef616a20
a4VDo000000c6LJMAY,DSE-0009577,a6GDo000000H8zaMAC,d10efc90-c4c9-cd22-74c0-3a8ae2ba46ec,2023-04-28T17:58:21.000+0000,7d70c9c1-3d9a-473f-ae3c-a29a6848e976
a4VDo000000c6L5MAI,DSE-0009576,a6GDo000000H7JVMA0,b7fd202b-fe09-702f-bf1f-003d640c8878,2023-04-28T17:43:25.000+0000,0836b452-2465-4dba-9001-3d56b691ad5c
a4VDo000000c6LEMAY,DSE-0009575,a6GDo000000H7MFMA0,3992a1ab-379d-a48b-6ebb-73f76c2c2251,2023-04-28T17:41:30.000+0000,c0965059-6554-473c-8239-12877e6e08aa
a4VDo000000c6L9MAI,DSE-0009574,a6GDo0000000Fm1MAE,55d163cd-ceaf-7158-956b-a40ec6626226,2023-04-28T17:29:37.000+0000,c048e044-0e62-4cc0-a559-1fc5e1de56af
a4VDo000000c6L4MAI,DSE-0009573,a6GDo0000000GUDMA2,db6651a3-ad83-3fca-7d76-ca5b79f30a1a,2023-04-28T17:26:43.000+0000,b1e39f95-fc18-4a26-a2ce-3e0e0986d247
a4VDo000000c6KzMAI,DSE-0009572,a6GDo0000000Pi4MAE,e6dbe28b-0668-a6f8-d4c9-605fb27d142b,2023-04-28T17:24:05.000+0000,9c49c2e5-3d99-405c-9430-2869d9ba9b68
a4VDo000000c6KuMAI,DSE-0009571,a6GDo0000000HnXMAU,18871968-ecaf-2c87-a899-d5f262de1e1f,2023-04-28T17:23:00.000+0000,969e44ab-e10c-4460-9b8d-d976a8d586e9
a4VDo000000c6KpMAI,DSE-0009570,a6GDo0000000GyOMAU,5c94ab46-bf45-ba00-d86b-a28ffb852410,2023-04-28T17:21:48.000+0000,0a2137b4-8e9c-45e8-ad8b-6f85136c909b
a4VDo000000c6KkMAI,DSE-0009569,a6GDo0000000PFtMAM,02de8992-6b31-1460-10f7-1724c3c87a91,2023-04-28T17:19:35.000+0000,7263cf3c-3f3b-4862-a41d-dc30f23085b9
a4VDo000000c6KfMAI,DSE-0009568,a6GDo0000000Ff1MAE,64386610-006f-5b22-2bd9-f603f28d5d16,2023-04-28T17:17:01.000+0000,42da417b-bd0a-4194-b5b7-0da21513503b
a4VDo000000c6KaMAI,DSE-0009567,a6GDo000000H96bMAC,428d23da-9a08-5918-60e0-ebf6d25bd272,2023-04-28T17:15:57.000+0000,6e4f7159-be48-4544-a784-f79e9e2f533e
a4VDo000000c6JsMAI,DSE-0009565,a6GDo0000000NEqMAM,73c6b7c7-5a19-8f68-f878-0fb367fc3109,2023-04-28T17:13:49.000+0000,67b91ff0-fadc-4d69-a059-2ff1a1a9ed40
a4VDo000000c6KVMAY,DSE-0009566,a6GDo0000000FlrMAE,7e81b5a7-0eb2-9d42-39fc-0f2e0d82985a,2023-04-28T17:13:42.000+0000,aafd3ae6-9a79-47dc-9c5b-d71c363afba8
a4VDo000000c6KLMAY,DSE-0009563,a6GDo0000000IHfMAM,6795ce6e-c9da-c584-2a87-f2cac3913f03,2023-04-28T17:07:50.000+0000,4dec4fcb-c9d1-441e-bf73-a396e682ac5d
a4VDo000000c6K7MAI,DSE-0009562,a6GDo000000GtqsMAC,19c89e85-024e-f1ad-938d-f54afbf06670,2023-04-28T17:02:27.000+0000,dc5ab51d-2a6a-49bd-a58d-7433244f0a4e
a4VDo000000c6KGMAY,DSE-0009561,a6GDo0000000HSwMAM,0c43b318-b787-844b-a162-2499f046028a,2023-04-28T17:01:20.000+0000,3470ea01-ff4b-457d-bbd1-12a47c58a172
a4VDo000000c6KBMAY,DSE-0009560,a6GDo000000H94aMAC,9c2ccfbf-50c6-4302-6dfa-b04fc27cd932,2023-04-28T16:54:16.000+0000,67272bbd-c07d-4263-bb3b-7d016a1c1bfe
a4VDo000000c6K6MAI,DSE-0009559,a6GDo0000000IHfMAM,12255488-d454-25bf-f351-820ad0aa8f59,2023-04-28T16:51:36.000+0000,24e0e9c4-3b77-42d4-9e80-f3c07b51b345
a4VDo000000c6K1MAI,DSE-0009558,a6GDo000000H98XMAS,70886c69-3deb-ad8f-32b1-aaf822a3f4a8,2023-04-28T16:50:47.000+0000,579c98bd-d45d-4f6e-a726-b9804c869ed5
a4VDo000000c6JdMAI,DSE-0009556,a6GDo000000H40UMAS,3f3bb27c-7ce9-647e-8e71-2d08534b4c79,2023-04-28T16:42:53.000+0000,7510bfe6-4836-445c-8973-c55175f96dac
a4VDo000000c6JTMAY,DSE-0009554,a6GDo000000GwsfMAC,ca7ae072-9090-2e53-ccbe-7cfe909ec5e0,2023-04-28T16:39:14.000+0000,a74c99c3-3844-4d5e-b6fe-711950b58f19
a4VDo000000c6JrMAI,DSE-0009555,a6GDo0000000HH1MAM,a9ced847-4589-ad9b-1e1f-c0b32b49c0e8,2023-04-28T16:36:33.000+0000,3e29e68c-39ad-4d7a-987a-da9795700b68
a4VDo000000c6JmMAI,DSE-0009553,a6GDo0000000P4tMAE,a938bff3-693f-1f8e-c25d-0c1bc1ba5da0,2023-04-28T16:33:20.000+0000,a0f70478-606e-4684-97a3-51597589c7ba
a4VDo000000c6JhMAI,DSE-0009552,a6GDo0000000LPQMA2,7182d1af-e1ce-f025-b8ad-c2fac142aaf7,2023-04-28T16:32:05.000+0000,23ce06aa-9103-40b1-899d-834167e539df
a4VDo000000c6JcMAI,DSE-0009551,a6GDo0000000I3jMAE,cc18158d-4545-85d0-f965-bb4e5583bb0c,2023-04-28T16:25:47.000+0000,af72e457-f35a-4926-aea5-690259f6b8cf
a4VDo000000c6JXMAY,DSE-0009550,a6GDo000000H96CMAS,5340c844-94e5-beaa-a2bd-62bbc506e5b0,2023-04-28T16:23:43.000+0000,51d98734-fbef-4d1e-8b1c-0c316034546c
a4VDo000000c6JNMAY,DSE-0009549,a6GDo0000000H7KMAU,41a83fc1-803c-393a-184f-420d8f740b54,2023-04-28T16:20:25.000+0000,3a71ed01-f433-4fe0-9f6a-4196fdb22bcf
a4VDo000000c6JIMAY,DSE-0009548,a6GDo000000GrzHMAS,ab305aa9-6c00-3118-dd69-847e631f1ea9,2023-04-28T16:00:03.000+0000,05b3a3e6-4077-445f-8f14-30a34eaa14e9
a4VDo000000c6J8MAI,DSE-0009547,a6GDo000000H7F9MAK,30450a86-6a50-78e3-2c61-b407e8c191ef,2023-04-28T15:53:34.000+0000,facca050-ef96-4038-a795-33ab79b2c842
a4VDo000000c6J3MAI,DSE-0009546,a6GDo000000GtcKMAS,09cdcd2b-2941-940b-bbdd-ff01d90649bb,2023-04-28T15:52:01.000+0000,acb0bf51-eb06-4d3b-af80-65988ced3d1d
a4VDo000000c6IyMAI,DSE-0009545,a6GDo0000000G2EMAU,bb1aba84-038f-2418-5b6a-47ea5e011f30,2023-04-28T15:50:35.000+0000,8d82e385-de15-455b-a2bc-9231fb758efe
a4VDo000000c6ItMAI,DSE-0009544,a6GDo000000H91HMAS,5e3550ac-7477-13e9-5206-461fe334e341,2023-04-28T15:50:16.000+0000,19f780f2-4aec-4a4c-ae03-f576265a7994
a4VDo000000c6IoMAI,DSE-0009543,a6GDo000000H7HFMA0,851a0948-1613-52c2-3dff-5c97ae11f07c,2023-04-28T15:48:22.000+0000,9688a025-b01a-425e-aa5f-3b0c0f559fe5
a4VDo000000c6IjMAI,DSE-0009542,a6GDo000000H63lMAC,6f83ced1-c8b6-c452-ab0f-b320ff91af69,2023-04-28T15:45:26.000+0000,a64fd7cc-78ef-4c58-b31d-5923db7ebecf
a4VDo000000c6IeMAI,DSE-0009541,a6GDo0000000tjYMAQ,f264537a-4579-8a3e-47a6-10a4bd0fc16d,2023-04-28T15:44:05.000+0000,b0be8bc8-0be1-443d-a32f-8edc3fa61fad
a4VDo000000c6HmMAI,DSE-0009540,a6GDo000000H0BkMAK,2811c971-4be4-1a31-78c6-7be7882318a4,2023-04-28T15:38:33.000+0000,de784255-1814-48f7-b704-82c43db77035
a4VDo000000c6IZMAY,DSE-0009539,a6GDo000000H90YMAS,812b79f2-e3ab-b607-16e1-4245735627c9,2023-04-28T15:29:35.000+0000,ebbeba96-e113-42da-a839-f4c72c2d22b5
a4VDo000000c6IUMAY,DSE-0009538,a6GDo000000H90TMAS,92cfe306-24ef-017f-12fc-3d814f751b35,2023-04-28T15:06:30.000+0000,32b25879-f9fc-4fae-9e5b-c50c9de0d689
a4VDo000000c6IPMAY,DSE-0009537,a6GDo000000H61aMAC,c3378742-fa78-e44c-d573-ba4d8583db02,2023-04-28T15:02:51.000+0000,c72e7634-bb6a-4fe2-8856-2878b143425a
a4VDo000000c6IKMAY,DSE-0009536,a6GDo0000000Fj3MAE,87947a40-2587-3c29-2716-89af70d310ae,2023-04-28T14:46:36.000+0000,c47fb9e1-e16a-4ecc-b2a3-c156b6708945
a4VDo000000c6IFMAY,DSE-0009535,a6GDo000000H8z1MAC,61c1dbb9-579d-da46-a093-2c719231a401,2023-04-28T14:40:25.000+0000,9893d8b8-471b-4eae-9232-aaa94cd2dad2
a4VDo000000c6IAMAY,DSE-0009534,a6GDo000000H8QNMA0,2535ad2d-9945-4e8b-4b66-724b28bac180,2023-04-28T14:37:29.000+0000,ca5dc0f6-51bb-4036-b31b-aa0061340dd3
a4VDo000000c6I5MAI,DSE-0009533,a6GDo0000000FuzMAE,f678f0c8-30ae-609d-419b-b4bde559503d,2023-04-28T14:21:19.000+0000,8ee89406-ff6e-4ebe-877e-fdb97b4bb392
a4VDo000000c6I0MAI,DSE-0009532,a6GDo0000000k0KMAQ,a67a2541-f7ef-529e-731d-6580cc89f670,2023-04-28T14:19:11.000+0000,b52cdf49-9595-4782-bfe7-b6e444240490
a4VDo000000c6HrMAI,DSE-0009531,a6GDo000000Gw8rMAC,b85dce53-f9ad-6df4-843c-6acbaf725882,2023-04-28T14:17:46.000+0000,aff36170-e95d-4e38-9ff0-383553925747
a4VDo000000c6GUMAY,DSE-0009530,a6GDo0000000k1NMAQ,742fe41f-6fdb-5517-7af4-4646a2afb8a9,2023-04-28T14:16:20.000+0000,a03f00f2-fabf-47e2-b4d7-b742a26e54da
a4VDo000000c6HlMAI,DSE-0009527,a6GDo0000000c8gMAA,aa6e9d2f-5e5f-06d8-0047-983733f5b668,2023-04-28T14:16:03.000+0000,ae169b01-9145-429c-a7b6-e35e77338754
a4VDo000000c6HvMAI,DSE-0009529,a6GDo0000000k1NMAQ,ce022e95-fbb1-b3b1-8f4a-f7445ac4c6ce,,ba9f8e02-56d1-4cab-8d73-f3b80acd4248
a4VDo000000c6GjMAI,DSE-0009526,a6GDo0000000EpJMAU,ab80ad99-b2ca-c79f-e22a-f58d6cea276f,2023-04-28T14:11:43.000+0000,03930fcd-fe0a-490b-8e01-1aa8a2734958
a4VDo000000c6HgMAI,DSE-0009525,a6GDo0000000O6GMAU,ac30d946-f27e-b5f7-1b4a-93f7a89c8edc,2023-04-28T14:11:27.000+0000,2d6ba67e-9b5e-487d-80a2-9e5e6d300023
a4VDo000000c6HbMAI,DSE-0009524,a6GDo000000H7MKMA0,0188594d-4a0b-06cd-a513-2ca4e515507a,2023-04-28T13:57:42.000+0000,a3379644-6839-4367-8807-44efa07ee851
a4VDo000000c6HRMAY,DSE-0009522,a6GDo0000000ICaMAM,e0e64bd0-444c-e9ee-2a86-ec9363f06df5,2023-04-28T13:56:24.000+0000,30a2a301-b9a1-471f-ad51-19b299b8c1a1
a4VDo000000c6HWMAY,DSE-0009523,a6GDo0000000MfiMAE,fefb124f-6dae-6e7a-be53-bccc6e5c5326,2023-04-28T13:55:44.000+0000,2cdf0414-1389-458e-beab-01da49ea1183
a4VDo000000c6HMMAY,DSE-0009521,a6GDo0000000OmBMAU,77ee9fc4-bdac-794b-afc3-cc660ff2c9b7,2023-04-28T13:55:32.000+0000,a0ee6295-67b8-48ea-8813-05c22f7782f9
a4VDo000000c6HHMAY,DSE-0009520,a6GDo0000000HE1MAM,c90a29c1-f60d-6a15-83dc-161a63c7dd17,2023-04-28T13:52:20.000+0000,1db849e9-d32b-4e8c-acf2-e7ecc304d557
a4VDo000000c6HCMAY,DSE-0009519,a6GDo0000000Fu3MAE,3f4129f5-9e6e-b1da-32e1-17270ec04250,2023-04-28T13:51:17.000+0000,8b31da9d-ebbc-4860-9457-797fd6a95d48
a4VDo000000c6H7MAI,DSE-0009518,a6GDo0000000MXOMA2,13ba8238-8e0d-a657-1292-1121c928d45a,2023-04-28T13:49:09.000+0000,bf3ec670-eb6a-463e-b2b4-131d2597ce00
a4VDo000000c6H2MAI,DSE-0009517,a6GDo000000GqB5MAK,bda71cdc-933f-ce8b-7c26-5ae40309d5d9,2023-04-28T13:48:21.000+0000,55638c53-a921-484e-b2c5-22cb584f94cc
a4VDo000000c6GxMAI,DSE-0009516,a6GDo0000000GwiMAE,9c60e77a-9e69-7d6c-d480-92fc667f59fe,2023-04-28T13:46:14.000+0000,5001111d-b087-4d40-9577-74eca1912556
a4VDo000000c6GsMAI,DSE-0009515,a6GDo000000H413MAC,345507a7-f493-bf84-ceec-b23724925f3a,2023-04-28T13:45:18.000+0000,9090e4e7-7759-46c9-813e-7edc05e0252b
a4VDo000000c6GnMAI,DSE-0009514,a6GDo0000000G9tMAE,5ab7698f-c0cc-3f0f-2f87-d63b16958629,2023-04-28T13:42:53.000+0000,d1bec1e0-6e8f-4196-b5de-fce9c8c9d8b4
a4VDo000000c6GiMAI,DSE-0009513,a6GDo000000H8uGMAS,8a729c32-ab67-72d2-9d89-7d4f8cb4fc93,2023-04-28T13:39:17.000+0000,ce5fbbc2-db3e-4c30-a739-44956cb0187b
a4VDo000000c6GeMAI,DSE-0009512,a6GDo000000H5k7MAC,e05a499c-71bc-5336-cb37-c630fced70b7,2023-04-28T13:31:16.000+0000,7b35db42-76b0-4280-b47a-97cc36fed6d5
a4VDo000000c6GdMAI,DSE-0009511,a6GDo0000000H6rMAE,18f14a9a-335b-a162-9af2-c27a30180b91,2023-04-28T13:28:29.000+0000,840a5375-3277-4d80-a07c-0928a2144cae
a4VDo000000c6GYMAY,DSE-0009510,a6GDo000000H6jsMAC,a34a8e9a-000d-f775-d527-4e6d3a43fd86,2023-04-28T13:28:29.000+0000,50a1aabf-2c75-4584-bc1b-78856e77a0c1
a4VDo000000c6G5MAI,DSE-0009509,a6GDo0000000GiYMAU,16093dd0-267c-318d-7680-2f397a374074,2023-04-28T13:25:49.000+0000,bedb5158-17d0-4b50-ad36-f6019e0492a6
a4VDo000000c6GTMAY,DSE-0009508,a6GDo000000H61aMAC,9d224095-060e-723a-e9ce-6843de7de3ec,2023-04-28T13:23:48.000+0000,ef7e5fb5-502d-4c72-a5bf-57b107f21c4c
a4VDo000000c6GGMAY,DSE-0009507,a6GDo0000000kKqMAI,175eb618-a744-177f-e3f1-f032e713e838,2023-04-28T13:21:41.000+0000,10ac77ad-a776-4958-a6d2-5254465cad78
a4VDo000000c6GFMAY,DSE-0009506,a6GDo0000000GSXMA2,43b05bef-ebb9-8cd4-744b-076ad9e954da,2023-04-28T13:19:59.000+0000,9a57088a-9868-4135-ade5-063841309e2c
a4VDo000000c6GPMAY,DSE-0009505,a6GDo000000GqB5MAK,55727e97-3207-8a0c-5593-ff8a906cdc94,2023-04-28T13:10:19.000+0000,311edab4-bded-47aa-9048-d0e20c09d805
a4VDo000000c6FlMAI,DSE-0009503,a6GDo000000H5dpMAC,eeff4707-9c51-0794-fb7f-e59043a104f3,2023-04-28T13:07:18.000+0000,84f6e382-8b50-4870-80a6-28e9ffcf478a
a4VDo000000c6GOMAY,DSE-0009504,a6GDo00000004hoMAA,cdccc000-0a22-5fa9-9061-f19da078a1af,2023-04-28T13:07:14.000+0000,6aaf0f82-85ed-4e9f-9122-4ee1f958ff5f
a4VDo000000c6GJMAY,DSE-0009502,a6GDo000000GvPSMA0,13d87bba-8017-fa12-0dd2-161042a09bee,2023-04-28T12:58:52.000+0000,c9bf8f8e-3839-416e-b619-7ee2a65dc135
a4VDo000000c6GEMAY,DSE-0009501,a6GDo000000GvPSMA0,9123821b-607c-ec2b-3003-c109e46330f4,,82d6961e-1921-48ac-b5b6-0a8f6680c3b9
a4VDo000000c6G4MAI,DSE-0009499,a6GDo0000000h41MAA,0a1e1b2c-f195-5477-4b73-c2c4420aa83b,2023-04-28T12:53:18.000+0000,3c0f6e0f-227c-4301-bc1b-890bd20e1061
a4VDo000000c6G9MAI,DSE-0009500,a6GDo0000000HJ1MAM,c918f106-d925-c797-928a-8f2307a92054,2023-04-28T12:52:46.000+0000,bb94eb29-0e42-459a-8b86-ff9de6cefb00
a4VDo000000c6FzMAI,DSE-0009498,a6GDo000000H6rXMAS,73826f25-9c9c-f47a-c1d0-c4c727c6db02,2023-04-28T12:49:54.000+0000,af3bed4d-6349-4162-b3b3-bec7829a1275
a4VDo000000c6FuMAI,DSE-0009497,a6GDo000000H7VvMAK,e959b821-7f3b-2ca5-3749-55c74a68c0a8,2023-04-28T12:45:14.000+0000,817f4a29-b31a-4b97-a312-1c2f6a87b353
a4VDo000000c6FpMAI,DSE-0009496,a6GDo000000H6r3MAC,2062bc94-0314-186d-1796-d6896edf0f6c,2023-04-28T12:38:52.000+0000,e86aba85-99ab-4527-83a0-c45376c0476c
a4VDo000000c6FkMAI,DSE-0009495,a6GDo000000Gx9rMAC,26e99ecc-3778-0c5a-50c6-42fd82006484,2023-04-28T12:19:03.000+0000,d8e4ef67-480b-48f9-8782-71d9c43b1f53
a4VDo000000c6FfMAI,DSE-0009494,a6GDo000000H61aMAC,c1f8df6e-3091-0103-bd01-53e25c2b24d6,2023-04-28T12:11:12.000+0000,a512d9ca-874d-4ebf-8cb6-a785348e0b8b
a4VDo000000c6AfMAI,DSE-0009493,a6GDo000000H7leMAC,01f4ba54-a172-4ce3-c085-466b2164faa4,2023-04-28T00:01:00.000+0000,f12b36ed-0562-4485-99dc-be2d8a6ec045
a4VDo000000c6AzMAI,DSE-0009492,a6GDo000000H7RyMAK,6878851f-e6b0-c70d-a6ca-42316cfe2a7c,2023-04-27T23:40:00.000+0000,7f42d81b-e423-4e16-9b33-df66e945f93e
a4VDo000000c6B3MAI,DSE-0009491,a6GDo000000H70UMAS,e31948d6-d536-9f10-83a8-4e5dd350f7c8,2023-04-27T23:39:17.000+0000,2b5b7f59-e448-45d6-a77d-c48df336f030
a4VDo000000c6AyMAI,DSE-0009490,a6GDo000000H7jEMAS,fdfa2913-09a8-d4a9-d20f-ebe3cf45ff34,2023-04-27T23:36:21.000+0000,0c145246-561e-47f9-bb6b-55a1a0348baa
a4VDo000000c6AtMAI,DSE-0009489,a6GDo000000H7TGMA0,910c7d73-0b37-b10a-506e-1f5d4fd02964,2023-04-27T23:21:37.000+0000,8ff8a7c1-bd95-4ac2-884a-28a435c0b5f4
a4VDo000000c6AVMAY,DSE-0009488,a6GDo000000H7MAMA0,e9344ba5-ea82-86c2-5106-c5a4220667bb,2023-04-27T23:16:29.000+0000,f6b78bc4-1272-4ab2-b241-a0b3d44beee7
a4VDo000000c6AoMAI,DSE-0009487,a6GDo0000000HkPMAU,616a69ea-546f-8d97-8e02-0ef2748f58e6,2023-04-27T23:16:09.000+0000,9b5f15a8-8566-45f4-bd93-bd0f9ac34904
a4VDo000000c6AjMAI,DSE-0009486,a6GDo000000H00sMAC,69260f5e-c39c-e758-c543-d184309900ea,2023-04-27T23:14:50.000+0000,8bfd9be8-b6b1-4a30-9883-a31cf97b2cc3
a4VDo000000c6AeMAI,DSE-0009485,a6GDo000000H7JzMAK,7e30d22f-cf05-3eae-0958-06b71cfde239,2023-04-27T23:13:34.000+0000,e973ff68-2c55-405d-a552-b69781e63d65
a4VDo000000c6AZMAY,DSE-0009484,a6GDo000000H7J6MAK,5a57d33e-25ca-02aa-5738-aa46591d44a5,2023-04-27T23:10:00.000+0000,dc8c9460-adbd-43a2-aa13-6f8fa23a8bd4
a4VDo000000c6AUMAY,DSE-0009483,a6GDo000000H7IwMAK,0b2e61ca-9703-3f76-bc3c-5e337d9abe18,2023-04-27T23:05:57.000+0000,fb551db3-a2a2-4026-8122-89b5d908dba2
a4VDo000000c6AKMAY,DSE-0009481,a6GDo000000H6nBMAS,ef98241f-0239-551d-4df0-836ca35bcb76,2023-04-27T23:03:41.000+0000,5333ea04-c5ac-49f4-a2d6-33e315b068f5
a4VDo000000c6APMAY,DSE-0009482,a6GDo000000H7IXMA0,b609280e-2907-f144-69d9-7338c1aab18a,2023-04-27T23:02:32.000+0000,f69ce905-5ecb-4614-838b-e0e3aeea6857
a4VDo000000c6AFMAY,DSE-0009480,a6GDo000000H7INMA0,dfa6243e-bd4a-b72c-73c1-8ab4e6fbd087,2023-04-27T22:56:37.000+0000,e3b0cbbb-17e9-4c66-bda9-a1deb687b333
a4VDo000000c6ABMAY,DSE-0009479,a6GDo000000H7KOMA0,9061e731-b532-29fa-f5ad-d509e6730965,2023-04-27T22:53:22.000+0000,d89b8b9a-6bb8-46cc-b125-4423dbbe893a
a4VDo000000c6AAMAY,DSE-0009478,a6GDo000000H718MAC,6cc03c48-72aa-fd47-6b02-c94cb036b3d1,2023-04-27T22:51:23.000+0000,d5bf1121-3cd4-4793-9151-9df5078c6422
a4VDo000000c6A5MAI,DSE-0009477,a6GDo000000H6jEMAS,d7beebbb-b5d5-f19c-7949-2513de5bde02,2023-04-27T22:49:31.000+0000,2459c7f4-a9b9-4598-8645-8d8b366f3135
a4VDo000000c69sMAA,DSE-0009476,a6GDo000000H4hoMAC,d4ca344d-4a2b-8e56-6004-eec72814510b,2023-04-27T22:49:16.000+0000,2fc2fd6f-bea2-47a9-ab71-b6ad778f289d
a4VDo000000c6A0MAI,DSE-0009475,a6GDo0000000nWuMAI,636dad7f-7914-695e-f1d5-0485fd090c4f,2023-04-27T22:47:23.000+0000,76e58d11-1549-4f10-9372-941b04f49ca5
a4VDo000000c69rMAA,DSE-0009474,a6GDo0000000I3xMAE,d18aa929-ca3f-f2c6-5402-20dc843fd955,2023-04-27T22:44:43.000+0000,3b7cc582-1a3e-469c-9d9e-04b18d8b1a69
a4VDo000000c69vMAA,DSE-0009473,a6GDo000000H7M5MAK,895650a7-9fa1-3490-d176-871be8389310,2023-04-27T22:44:13.000+0000,d39d7f80-ea9c-404b-9058-2862fd0dadb9
a4VDo000000c69qMAA,DSE-0009472,a6GDo0000000IEMMA2,6ce97995-8e02-ac73-8032-5735e42b8c35,2023-04-27T22:42:24.000+0000,bce0a962-619a-4376-bedc-7101c079dd57
a4VDo000000c69lMAA,DSE-0009471,a6GDo0000000G7uMAE,ec91fedd-b813-d644-e5ac-241ec3c0959b,2023-04-27T22:40:13.000+0000,f48188af-5915-4f0c-aa90-083c92d24564
a4VDo000000c69bMAA,DSE-0009469,a6GDo0000000qeQMAQ,e33c94ea-68ed-8063-021a-5b09ebde2928,2023-04-27T22:39:49.000+0000,668d2124-5e97-49b5-b8ee-114eecb1cc35
a4VDo000000c69gMAA,DSE-0009470,a6GDo0000000G7uMAE,70d54760-01c6-6d0e-5958-cb6c54e6f99f,,
a4VDo000000c69DMAQ,DSE-0009468,a6GDo0000000GEDMA2,b3a73dc2-bd45-7461-3189-05401f990931,2023-04-27T22:34:15.000+0000,230f8f08-61fd-43e3-84a0-87f8ded3ba95
a4VDo000000c69XMAQ,DSE-0009467,a6GDo0000000Fq0MAE,b3f79939-37fe-ccd7-6e92-b49827dacc62,2023-04-27T22:30:41.000+0000,56931b36-9b02-41ee-a3bc-94a7dbb53edd
a4VDo000000c69SMAQ,DSE-0009466,a6GDo0000000I37MAE,1f245a8a-e120-5d47-09b2-32b6f63572bb,2023-04-27T22:11:46.000+0000,d33625db-436b-4039-a4ae-294244e61436
a4VDo000000c69WMAQ,DSE-0009465,a6GDo0000000GdAMAU,4af8933a-856a-162d-33e5-805513c45a22,2023-04-27T22:09:06.000+0000,44df6fa9-405b-4afd-9f8d-7166a273bd0d
